USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
BiancaGadelha#2667,missing user address,16.91495560488346,0.0,0.0,0.0,16.91495560488346
Rohekbenitez#8753,missing user address,15.444089900110987,0.0,0.0,0.0,15.444089900110987
Yineisy Mota#1449,missing user address,13.973224195338513,0.0,0.0,0.0,13.973224195338513
anson parker#4296,missing user address,13.973224195338512,0.0,0.0,0.0,13.973224195338512
Dan Knobelsdorf#326,missing user address,13.237791342952276,0.0,0.0,0.0,13.237791342952276
Danada#3389,missing user address,12.502358490566039,0.0,0.0,0.0,12.502358490566039
Kris#8703,missing user address,11.7669256381798,0.0,0.0,0.0,11.7669256381798
rodbot2#3621,missing user address,11.031492785793564,0.0,0.0,0.0,11.031492785793564
Ekeneodigwe#1502,missing user address,10.296059933407326,0.0,0.0,0.0,10.296059933407326
xm3van#0929,missing user address,10.296059933407324,0.0,0.0,0.0,10.296059933407324
