0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6 483.3987763110339
"missing user address" 446.7780179580978
"missing user address" 360.8799467908214
"missing user address" 311.1779181908879
0x320c338bcf70baaae26e96201c33b48105bc62c2 251.10196952797398
"missing user address" 235.54439640838046
0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb 228.20314266711006
0x8aa27e90e139d5ab5704df69429341cbcb2d2464 175.03757898237447
"missing user address" 152.88776188892584
"missing user address" 150.72680412371133
"missing user address" 146.94512803458596
0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8 142.87794978106177
"missing user address" 127.49650814765548
"missing user address" 119.93315596940472
"missing user address" 118.85267708679747
0xa2ef65aececb83cd1bd3579a8669779099317952 118.85267708679747
0x2fa130927814b590623031e846f059df9554fdde 111.05993108456451
"missing user address" 90.76022613900898
"missing user address" 88.05902893249086
"missing user address" 78.3347189890256
0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737 73.15442301296973
"missing user address" 71.31160625207849
"missing user address" 65.90921183904223
"missing user address" 59.426338543398735
"missing user address" 58.88609910209511
"missing user address" 58.34585966079148
"missing user address" 56.72514133688061
0x536c7e8f18d09d04697e0d2624b44bba575388c2 51.23918067081096
"missing user address" 50.78250748254074
"missing user address" 41.59843698037911
"missing user address" 41.058197539075486
0x1e975f53956d644868f3ea25690b1bbeda658565 40.40693393212165
"missing user address" 39.437479215164615
0xa32aecda752cf4ef89956e83d60c04835d4fa867 39.11933821084136
0xf48d4780a886900c263e72d475b1d8b0c7e5a987 38.81202003338898
0xfe99402763531258875949d449db20157b77ec5c 38.81202003338898
0x914c0e63f98a091e74b7c5e78993bb8de735ae74 37.124540901502506
0xc68e8827fc1dd3b2bc94ca8b0228268f16dd6cf6 36.069866444073455
"missing user address" 35.655803126039245
0x7710e7e881333fd3396ca5966bed6e72746b612d 33.749582637729546
"missing user address" 31.333887595610243
0xbcad90f4a1ed4067d9bc33d4089ff18a82250253 27.55221150648487
"missing user address" 26.47173262387762
"missing user address" 25.931493182573995
"missing user address" 24.31077485866312
"missing user address" 22.690056534752244
"missing user address" 22.14981709344862
0x1d921dff757610fbdb0073479e12c0a07d382677 22.14981709344862
"missing user address" 19.448619886930494
"missing user address" 18.90838044562687
"missing user address" 18.368141004323245
0x826976d7c600d45fb8287ca1d7c76fc8eb732030 18.049999999999997
0x5303d37018b0e7e6f4fe8c706b7001735e5d430a 18.049999999999997
0xf9c171fb0480fac34289cc5791519fec1d7978c3 18.049999999999997
0xb22981ba3fe1de2325935c91a3b717168fb86714 18.049999999999997
0x00d18ca9782be1caef611017c2fbc1a39779a57c 18.049999999999997
0xdd505da2e2a8017f38a715948c6b6a2922ba27f0 18.049999999999997
"missing user address" 17.827901563019623
0xd3898129d4acb0f8039b1b9d6367b236f1e6100f 14.976377295492487
"missing user address" 14.046225473894246
"missing user address" 11.345028267376122
"missing user address" 9.184070502161624
"missing user address" 8.643831060857998
"missing user address" 8.103591619554372
"missing user address" 7.023112736947123
"missing user address" 5.402394413036249
"missing user address" 5.402394413036249
0x8aac40061e258d6e45fd13e214710abdf356285a 3.781676089125374
"missing user address" 3.241436647821749
"missing user address" 3.241436647821749
"missing user address" 3.241436647821749
"missing user address" 2.7011972065181244
"missing user address" 2.1609577652144996
"missing user address" 2.1609577652144996
"missing user address" 2.1609577652144996
"missing user address" 2.1609577652144996
"missing user address" 2.1609577652144996
"missing user address" 2.1609577652144996
"missing user address" 1.6207183239108744
"missing user address" 1.6207183239108744
"missing user address" 1.6207183239108744
"missing user address" 1.0804788826072498
"missing user address" 0.5402394413036249
"missing user address" 0.5402394413036249
"missing user address" 0.5402394413036249
"missing user address" 0.5402394413036249
"missing user address" 0.5402394413036249
"missing user address" 0.5402394413036249
"missing user address" 0.5402394413036249
