USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
liviade#1387,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,452.180412371134,31.21836393989983,148.0,0.0,483.3987763110339
"griff (💜, 💜)#8888",missing user address,446.7780179580978,0.0,0.0,0.0,446.7780179580978
natesuits#4789,missing user address,360.8799467908214,0.0,0.0,0.0,360.8799467908214
sem  🐝#0161,missing user address,311.1779181908879,0.0,0.0,0.0,311.1779181908879
divine_comedian#5493,0x320c338bcf70baaae26e96201c33b48105bc62c2,233.38343864316596,17.718530884808015,84.0,0.0,251.10196952797398
karmaticacid#1218,missing user address,235.54439640838046,0.0,0.0,0.0,235.54439640838046
Nuggan#5183,0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,210.15314266711007,0.0,0.0,18.049999999999997,228.20314266711006
acidlazzer#5796,0x8aa27e90e139d5ab5704df69429341cbcb2d2464,175.03757898237447,0.0,0.0,0.0,175.03757898237447
markop#2007,missing user address,152.88776188892584,0.0,0.0,0.0,152.88776188892584
iviangita#3204,missing user address,150.72680412371133,0.0,0.0,0.0,150.72680412371133
Suga#8514,missing user address,146.94512803458596,0.0,0.0,0.0,146.94512803458596
Tam2140#9361,0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,109.12836714333223,33.749582637729546,160.0,0.0,142.87794978106177
chuygarcia.eth#6692,missing user address,127.49650814765548,0.0,0.0,0.0,127.49650814765548
anna-marie#8824,missing user address,119.93315596940472,0.0,0.0,0.0,119.93315596940472
ygg_anderson#4998,missing user address,118.85267708679747,0.0,0.0,0.0,118.85267708679747
Mount Manu#3530,0xa2ef65aececb83cd1bd3579a8669779099317952,118.85267708679747,0.0,0.0,0.0,118.85267708679747
Vyvy-vi#5040,0x2fa130927814b590623031e846f059df9554fdde,70.77136681077486,40.28856427378965,191.0,0.0,111.05993108456451
Vitor Marthendal#0090,missing user address,90.76022613900898,0.0,0.0,0.0,90.76022613900898
Alp#3768,missing user address,88.05902893249086,0.0,0.0,0.0,88.05902893249086
Dan Knobelsdorf#326,missing user address,78.3347189890256,0.0,0.0,0.0,78.3347189890256
Zeptimus#3359,0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,55.10442301296973,0.0,0.0,18.049999999999997,73.15442301296973
🐙 octopus#5508,missing user address,71.31160625207849,0.0,0.0,0.0,71.31160625207849
freshelle#9882,missing user address,65.90921183904223,0.0,0.0,0.0,65.90921183904223
JeffEmmett#7202,missing user address,59.426338543398735,0.0,0.0,0.0,59.426338543398735
Juankbell#7458,missing user address,58.88609910209511,0.0,0.0,0.0,58.88609910209511
